subject,test_acc,model
1,0.796875,UnifiedEEGNet
2,0.4600694444444444,UnifiedEEGNet
3,0.8524305555555556,UnifiedEEGNet
4,0.625,UnifiedEEGNet
5,0.6302083333333334,UnifiedEEGNet
6,0.5902777777777778,UnifiedEEGNet
7,0.6805555555555556,UnifiedEEGNet
8,0.7690972222222222,UnifiedEEGNet
9,0.7118055555555556,UnifiedEEGNet
