subject,test_acc,model
1,0.80625,UnifiedEEGNet
2,0.7142857142857143,UnifiedEEGNet
3,0.71875,UnifiedEEGNet
4,0.953125,UnifiedEEGNet
5,0.96875,UnifiedEEGNet
6,0.875,UnifiedEEGNet
7,0.9,UnifiedEEGNet
8,0.94375,UnifiedEEGNet
9,0.85,UnifiedEEGNet
