subject,test_acc,model
1,0.7805555555555556,UnifiedEEGNet
2,0.6823529411764706,UnifiedEEGNet
3,0.5972222222222222,UnifiedEEGNet
4,0.9310810810810811,UnifiedEEGNet
5,0.8675675675675676,UnifiedEEGNet
6,0.8611111111111112,UnifiedEEGNet
7,0.8569444444444444,UnifiedEEGNet
8,0.8368421052631579,UnifiedEEGNet
9,0.7902777777777777,UnifiedEEGNet
