subject,test_acc,model
1,0.8107638888888888,UnifiedEEGNet
2,0.4774305555555556,UnifiedEEGNet
3,0.875,UnifiedEEGNet
4,0.6145833333333334,UnifiedEEGNet
5,0.6232638888888888,UnifiedEEGNet
6,0.5763888888888888,UnifiedEEGNet
7,0.6927083333333334,UnifiedEEGNet
8,0.7847222222222222,UnifiedEEGNet
9,0.6805555555555556,UnifiedEEGNet
