subject,test_acc,model
1,0.8819444444444444,UnifiedEEGNet
2,0.7708333333333334,UnifiedEEGNet
3,0.9409722222222222,UnifiedEEGNet
4,0.8159722222222222,UnifiedEEGNet
5,0.7465277777777778,UnifiedEEGNet
6,0.6597222222222222,UnifiedEEGNet
7,0.8506944444444444,UnifiedEEGNet
8,0.8680555555555556,UnifiedEEGNet
9,0.8333333333333334,UnifiedEEGNet
