subject,test_acc,model
1,0.8194444444444444,FreqAwareEEGNet
2,0.5590277777777778,FreqAwareEEGNet
3,0.9305555555555556,FreqAwareEEGNet
4,0.78125,FreqAwareEEGNet
5,0.6215277777777778,FreqAwareEEGNet
6,0.6076388888888888,FreqAwareEEGNet
7,0.8055555555555556,FreqAwareEEGNet
8,0.8506944444444444,FreqAwareEEGNet
9,0.7638888888888888,FreqAwareEEGNet
