subject,test_acc,model
1,0.8958333333333334,UnifiedEEGNet
2,0.7083333333333334,UnifiedEEGNet
3,0.9479166666666666,UnifiedEEGNet
4,0.8506944444444444,UnifiedEEGNet
5,0.7291666666666666,UnifiedEEGNet
6,0.7291666666666666,UnifiedEEGNet
7,0.9305555555555556,UnifiedEEGNet
8,0.8888888888888888,UnifiedEEGNet
9,0.8576388888888888,UnifiedEEGNet
