subject,test_acc,model
1,0.7875,UnifiedEEGNet
2,0.6926470588235294,UnifiedEEGNet
3,0.6041666666666666,UnifiedEEGNet
4,0.9432432432432433,UnifiedEEGNet
5,0.8770270270270271,UnifiedEEGNet
6,0.8625,UnifiedEEGNet
7,0.8402777777777778,UnifiedEEGNet
8,0.8421052631578947,UnifiedEEGNet
9,0.8,UnifiedEEGNet
