subject,test_acc
1,0.9482758620689655
2,0.7413793103448276
3,1.0
4,0.896551724137931
5,0.7586206896551724
6,0.7413793103448276
7,0.9655172413793104
8,0.9137931034482759
9,0.9655172413793104
