subject,test_acc,model
1,0.7888888888888889,UnifiedEEGNet
2,0.6764705882352942,UnifiedEEGNet
3,0.6055555555555555,UnifiedEEGNet
4,0.9324324324324325,UnifiedEEGNet
5,0.8675675675675676,UnifiedEEGNet
6,0.8652777777777778,UnifiedEEGNet
7,0.8416666666666667,UnifiedEEGNet
8,0.8447368421052631,UnifiedEEGNet
9,0.7847222222222222,UnifiedEEGNet
