subject,test_acc,model
1,0.8819444444444444,UnifiedEEGNet
2,0.7326388888888888,UnifiedEEGNet
3,0.9548611111111112,UnifiedEEGNet
4,0.8263888888888888,UnifiedEEGNet
5,0.8090277777777778,UnifiedEEGNet
6,0.6805555555555556,UnifiedEEGNet
7,0.8541666666666666,UnifiedEEGNet
8,0.875,UnifiedEEGNet
9,0.8854166666666666,UnifiedEEGNet
