subject,test_acc,model
1,0.8819444444444444,UnifiedEEGNet
2,0.5972222222222222,UnifiedEEGNet
3,0.9166666666666666,UnifiedEEGNet
4,0.75,UnifiedEEGNet
5,0.3020833333333333,UnifiedEEGNet
6,0.6805555555555556,UnifiedEEGNet
7,0.8125,UnifiedEEGNet
8,0.8645833333333334,UnifiedEEGNet
