subject,test_acc,model
1,0.7395833333333334,UnifiedEEGNet
2,0.4149305555555556,UnifiedEEGNet
3,0.6267361111111112,UnifiedEEGNet
4,0.5069444444444444,UnifiedEEGNet
5,0.5190972222222222,UnifiedEEGNet
6,0.4965277777777778,UnifiedEEGNet
7,0.6388888888888888,UnifiedEEGNet
8,0.7291666666666666,UnifiedEEGNet
9,0.6493055555555556,UnifiedEEGNet
