subject,test_acc,model
1,0.78125,UnifiedEEGNet
2,0.4548611111111111,UnifiedEEGNet
3,0.8055555555555556,UnifiedEEGNet
4,0.5208333333333334,UnifiedEEGNet
5,0.5277777777777778,UnifiedEEGNet
6,0.5694444444444444,UnifiedEEGNet
7,0.7222222222222222,UnifiedEEGNet
8,0.7395833333333334,UnifiedEEGNet
9,0.6840277777777778,UnifiedEEGNet
