subject,test_acc,model
1,0.8888888888888888,UnifiedEEGNet
2,0.5486111111111112,UnifiedEEGNet
3,0.9236111111111112,UnifiedEEGNet
4,0.7777777777777778,UnifiedEEGNet
5,0.2604166666666667,UnifiedEEGNet
6,0.6701388888888888,UnifiedEEGNet
7,0.7743055555555556,UnifiedEEGNet
8,0.8333333333333334,UnifiedEEGNet
9,0.8159722222222222,UnifiedEEGNet
