subject,test_acc,model
1,0.78125,UnifiedEEGNet
2,0.46875,UnifiedEEGNet
3,0.84375,UnifiedEEGNet
4,0.5729166666666666,UnifiedEEGNet
5,0.5972222222222222,UnifiedEEGNet
6,0.5954861111111112,UnifiedEEGNet
7,0.6614583333333334,UnifiedEEGNet
8,0.7517361111111112,UnifiedEEGNet
9,0.7083333333333334,UnifiedEEGNet
