subject,test_acc,model
1,0.8680555555555556,UnifiedEEGNet
2,0.7152777777777778,UnifiedEEGNet
3,0.9583333333333334,UnifiedEEGNet
4,0.8402777777777778,UnifiedEEGNet
5,0.7847222222222222,UnifiedEEGNet
6,0.6701388888888888,UnifiedEEGNet
7,0.84375,UnifiedEEGNet
8,0.8854166666666666,UnifiedEEGNet
9,0.875,UnifiedEEGNet
