subject,test_acc,model
1,0.7486111111111111,UnifiedEEGNet
2,0.6970588235294117,UnifiedEEGNet
3,0.5944444444444444,UnifiedEEGNet
4,0.845945945945946,UnifiedEEGNet
5,0.8432432432432433,UnifiedEEGNet
6,0.8069444444444445,UnifiedEEGNet
7,0.8319444444444445,UnifiedEEGNet
8,0.7289473684210527,UnifiedEEGNet
9,0.7513888888888889,UnifiedEEGNet
