subject,test_acc,model
1,0.8038194444444444,UnifiedEEGNet
2,0.4791666666666667,UnifiedEEGNet
3,0.8576388888888888,UnifiedEEGNet
4,0.5607638888888888,UnifiedEEGNet
5,0.5833333333333334,UnifiedEEGNet
6,0.5711805555555556,UnifiedEEGNet
7,0.6822916666666666,UnifiedEEGNet
8,0.7413194444444444,UnifiedEEGNet
9,0.7083333333333334,UnifiedEEGNet
