subject,test_acc,model
1,0.7881944444444444,UnifiedEEGNet
2,0.4635416666666667,UnifiedEEGNet
3,0.8715277777777778,UnifiedEEGNet
4,0.6284722222222222,UnifiedEEGNet
5,0.5763888888888888,UnifiedEEGNet
6,0.6145833333333334,UnifiedEEGNet
7,0.734375,UnifiedEEGNet
8,0.7378472222222222,UnifiedEEGNet
9,0.7274305555555556,UnifiedEEGNet
